                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0238,                 6.6177,                0.71754,                  3.261,                 2.0624,                 0.0067,                      1,                0.52676,                0.07012,                      0,                      0,                      0,                      0,                 1.7995,                 7.8183,                0.68207,                 2.8106,                 2.2759,                      0,                      0,                      0
                      2,                 2.3296,                 6.3112,                 0.7188,                 3.4375,                 2.3072,                0.00673,                      1,                0.53067,                0.07253,                      0,                      0,                      0,                      0,                 1.8529,                 7.8163,                0.68163,                 2.8353,                 2.3002,              1.667e-05,              1.667e-05,              1.667e-05
                      3,                  2.179,                 6.7668,                0.72043,                 3.3271,                 2.1772,                 0.0067,                      1,                0.53577,                0.07407,                      0,                      0,                      0,                      0,                 1.8829,                 7.8144,                0.68123,                 2.8447,                 2.3148,             3.3337e-05,             3.3337e-05,             3.3337e-05
                      4,                 1.8704,                 6.5971,                0.73005,                 3.2591,                 1.9742,                0.00671,                      1,                0.53067,                0.07293,                      0,                      0,                      0,                      0,                 1.8835,                 7.8125,                0.68104,                 2.8511,                 2.3184,             5.0001e-05,             5.0001e-05,             5.0001e-05
                      5,                 1.5638,                 5.9975,                0.71216,                 3.4437,                 1.8459,                0.00673,                      1,                0.53577,                0.07313,                      0,                      0,                      0,                      0,                 1.8251,                 7.9414,                0.68116,                 2.8968,                 2.2722,             6.6659e-05,             6.6659e-05,             6.6659e-05
                      6,                 1.9739,                 7.7241,                0.73051,                 3.3179,                 2.0028,                0.00681,                      1,                0.74625,                  0.199,                0.00391,                    0.5,                0.02261,                0.00226,                 1.8147,                 7.9508,                0.68095,                 2.6155,                 2.2381,             8.3308e-05,             8.3308e-05,             8.3308e-05
                      7,                 1.6927,                 6.3171,                0.73148,                 3.1368,                 1.8798,                0.00691,                      1,                  0.995,                 0.4975,                 0.0041,                    0.5,                0.24875,                0.02488,                 1.7276,                 7.6691,                0.67854,                 2.3653,                  2.225,             9.9948e-05,             9.9948e-05,             9.9948e-05
                      8,                 1.5735,                 6.8402,                0.69473,                 2.9813,                  1.735,                0.00693,                      1,                  0.995,                 0.4975,                0.00413,                    0.5,                0.24875,                0.02488,                 1.7436,                 7.6665,                0.67823,                 2.3626,                 2.2373,             0.00011657,             0.00011657,             0.00011657
                      9,                 1.7538,                 6.6888,                0.70512,                 2.9089,                 1.9195,                0.29692,                      1,                  0.995,                  0.597,                      0,                      0,                      0,                      0,                 1.4376,                 7.2786,                0.67061,                 2.0417,                 1.9989,             0.00013319,             0.00013319,             0.00013319
                     10,                 1.6112,                 6.6004,                0.69961,                 2.8799,                  1.736,                0.77655,                    0.5,                  0.995,                  0.597,                      0,                      0,                      0,                      0,                  1.728,                 7.2655,                0.66403,                 1.8121,                 2.0666,             0.00014979,             0.00014979,             0.00014979
                     11,                 1.6291,                 6.9709,                0.69385,                 2.4607,                 1.7447,                0.87956,                    0.5,                  0.995,                0.45001,                      0,                      0,                      0,                      0,                 2.2061,                 7.2984,                0.66447,                 1.9651,                 2.3727,             0.00016636,             0.00016636,             0.00016636
                     12,                 1.4456,                 6.6501,                0.69062,                 2.3609,                  1.587,                0.43888,                      1,                  0.995,                0.27363,                      0,                      0,                      0,                      0,                 2.5914,                 7.3903,                0.66354,                 3.2578,                 2.6854,             0.00018292,             0.00018292,             0.00018292
                     13,                  1.528,                  6.578,                0.68135,                 2.0646,                 1.5923,                0.52328,                      1,                  0.995,                  0.398,                      0,                      0,                      0,                      0,                 2.4177,                 7.2223,                0.66107,                  5.377,                 2.6954,             0.00019946,             0.00019946,             0.00019946
                     14,                  1.366,                 6.4215,                0.67819,                 1.6648,                 1.4836,                0.48767,                      1,                  0.995,                0.44775,                      0,                      0,                      0,                      0,                 2.1097,                 7.1495,                0.66009,                 7.6311,                 2.5992,             0.00021597,             0.00021597,             0.00021597
                     15,                 1.4239,                 5.9184,                0.69483,                 2.5196,                 1.6255,                0.43932,                      1,                0.74625,                0.37312,                      0,                      0,                      0,                      0,                 1.6611,                 7.0435,                0.66356,                  4.354,                 2.3974,             0.00023246,             0.00023246,             0.00023246
                     16,                 1.5628,                 6.0376,                0.65922,                 1.7707,                 1.7255,                 0.3901,                      1,                0.74625,                0.37313,                      0,                      0,                      0,                      0,                 1.0351,                 7.0643,                0.66493,                 3.0593,                 1.8024,             0.00024892,             0.00024892,             0.00024892
                     17,                 1.3055,                 5.3626,                0.68453,                  1.737,                 1.4587,                0.67737,                      1,                  0.995,                0.54725,                      0,                      0,                      0,                      0,                 1.2843,                 7.0074,                0.67053,                 3.0922,                 2.1112,             0.00026535,             0.00026535,             0.00026535
                     18,                 1.4083,                 6.0091,                 0.6742,                 1.8663,                 1.5728,                0.67737,                      1,                  0.995,                0.54725,                      0,                      0,                      0,                      0,                 1.2843,                 7.0074,                0.67053,                 3.0922,                 2.1112,             0.00028175,             0.00028175,             0.00028175
                     19,                 1.2472,                 5.3754,                0.70999,                 1.6406,                 1.4292,                 0.6949,                      1,                  0.995,                  0.597,                      0,                      0,                      0,                      0,                 1.1043,                 7.2808,                0.67088,                 3.6297,                 1.7459,             0.00029811,             0.00029811,             0.00029811
                     20,                 1.2801,                 6.3528,                0.67402,                  1.621,                 1.4541,                 0.6949,                      1,                  0.995,                  0.597,                      0,                      0,                      0,                      0,                 1.1043,                 7.2808,                0.67088,                 3.6297,                 1.7459,             0.00031443,             0.00031443,             0.00031443
                     21,                  1.272,                 6.0306,                0.67888,                 1.5715,                 1.4201,                0.58035,                      1,                  0.995,                0.50082,                0.15508,                    0.5,                0.16583,                0.01658,                 1.2731,                 7.3094,                0.67142,                 3.8949,                 1.9124,             0.00033072,             0.00033072,             0.00033072
                     22,                 1.2141,                 6.3478,                0.68573,                 1.5622,                  1.371,                0.58035,                      1,                  0.995,                0.50082,                0.15508,                    0.5,                0.16583,                0.01658,                 1.2731,                 7.3094,                0.67142,                 3.8949,                 1.9124,             0.00034697,             0.00034697,             0.00034697
                     23,                 1.3786,                 6.5271,                0.69012,                 1.8079,                 1.4649,                0.48416,                      1,                  0.995,                0.43531,                0.21764,                    0.5,                0.24875,                0.02488,                 1.6355,                  7.279,                0.66746,                 3.2694,                 2.2593,             0.00036318,             0.00036318,             0.00036318
                     24,                 1.3411,                 5.9776,                0.70187,                 1.6562,                 1.5041,                0.48416,                      1,                  0.995,                0.43531,                0.21764,                    0.5,                0.24875,                0.02488,                 1.6355,                  7.279,                0.66746,                 3.2694,                 2.2593,             0.00037934,             0.00037934,             0.00037934
                     25,                 1.1477,                 5.5121,                0.68461,                 1.4535,                  1.405,                0.66774,                      1,                  0.995,                0.50165,                0.22969,                    0.5,                0.24875,                0.02488,                 1.2855,                 7.3893,                0.66139,                  2.697,                 2.1948,             0.00039546,             0.00039546,             0.00039546
                     26,                 1.2467,                 5.4002,                0.73295,                 1.6368,                 1.4971,                0.66774,                      1,                  0.995,                0.50165,                0.22969,                    0.5,                0.24875,                0.02488,                 1.2855,                 7.3893,                0.66139,                  2.697,                 2.1948,             0.00041153,             0.00041153,             0.00041153
                     27,                  1.195,                 5.7306,                0.70779,                 1.4814,                 1.4537,                0.35316,                      1,                  0.995,                0.51305,                0.15784,                    0.5,                0.16583,                0.01658,                 1.4052,                 7.2183,                0.64422,                 2.2983,                 2.0776,             0.00042755,             0.00042755,             0.00042755
                     28,                 1.1221,                 5.6039,                 0.6991,                 1.3715,                 1.2912,                0.35316,                      1,                  0.995,                0.51305,                0.15784,                    0.5,                0.16583,                0.01658,                 1.4052,                 7.2183,                0.64422,                 2.2983,                 2.0776,             0.00044352,             0.00044352,             0.00044352
                     29,                 1.2432,                 5.0641,                0.71402,                 1.6438,                 1.5276,                0.77405,                      1,                  0.995,                0.47263,                0.08172,                    0.5,                 0.0995,                0.00995,                 1.6152,                 6.8208,                 0.6398,                 2.2042,                 2.0367,             0.00045944,             0.00045944,             0.00045944
                     30,                 1.4065,                 6.2777,                0.68682,                 1.7353,                 1.5801,                0.77405,                      1,                  0.995,                0.47263,                0.08172,                    0.5,                 0.0995,                0.00995,                 1.6152,                 6.8208,                 0.6398,                 2.2042,                 2.0367,              0.0004753,              0.0004753,              0.0004753
                     31,                 1.3176,                 5.6747,                0.72048,                 1.4304,                 1.4862,                0.52145,                      1,                  0.995,                0.31186,                0.22023,                    0.5,                0.24875,                0.02488,                 2.2297,                 6.4721,                0.63732,                 2.6423,                 2.4339,              0.0004911,              0.0004911,              0.0004911
                     32,                 1.1889,                 5.0285,                0.68198,                 1.2913,                 1.3574,                0.52145,                      1,                  0.995,                0.31186,                0.22023,                    0.5,                0.24875,                0.02488,                 2.2297,                 6.4721,                0.63732,                 2.6423,                 2.4339,             0.00050684,             0.00050684,             0.00050684
                     33,                 1.1641,                 5.0822,                0.72851,                 1.3967,                 1.4454,                0.63621,                      1,                  0.995,                0.60695,                0.24824,                    0.5,                 0.4975,                0.04975,                 1.5395,                 6.6667,                0.63199,                 1.4216,                 2.1208,             0.00052252,             0.00052252,             0.00052252
                     34,                 1.2373,                 5.5544,                0.65132,                 1.5192,                 1.3781,                0.63621,                      1,                  0.995,                0.60695,                0.24824,                    0.5,                 0.4975,                0.04975,                 1.5395,                 6.6667,                0.63199,                 1.4216,                 2.1208,             0.00053814,             0.00053814,             0.00053814
                     35,                 1.2526,                 5.0227,                0.69533,                 1.4886,                 1.3083,                0.74193,                      1,                  0.995,                  0.597,                0.46782,                    0.5,                 0.4975,                0.04975,                 1.3948,                 6.6422,                  0.634,                 1.5276,                 2.0774,              0.0005537,              0.0005537,              0.0005537
                     36,                  1.203,                 4.5072,                0.73582,                 1.5445,                 1.4141,                0.74193,                      1,                  0.995,                  0.597,                0.46782,                    0.5,                 0.4975,                0.04975,                 1.3948,                 6.6422,                  0.634,                 1.5276,                 2.0774,             0.00056919,             0.00056919,             0.00056919
                     37,                 1.2249,                 4.5183,                0.68401,                 1.3658,                 1.4386,                0.71277,                      1,                  0.995,                 0.5174,                0.48094,                    0.5,                 0.4975,                0.04975,                 1.5855,                 6.9369,                0.65248,                 1.6687,                 2.2807,             0.00058461,             0.00058461,             0.00058461
                     38,                 1.0822,                 5.2492,                0.70291,                 1.3754,                 1.3534,                0.71277,                      1,                  0.995,                 0.5174,                0.48094,                    0.5,                 0.4975,                0.04975,                 1.5855,                 6.9369,                0.65248,                 1.6687,                 2.2807,             0.00059995,             0.00059995,             0.00059995
                     39,                0.91853,                 4.4131,                0.71104,                 1.1881,                 1.2437,                0.94851,                      1,                  0.995,                  0.597,                0.48146,                    0.5,                 0.4975,                 0.0995,                 1.3813,                 6.3498,                0.62244,                 2.2519,                 2.0855,             0.00061523,             0.00061523,             0.00061523
                     40,                 1.2344,                 4.7923,                0.67234,                 1.3282,                 1.4612,                0.94851,                      1,                  0.995,                  0.597,                0.48146,                    0.5,                 0.4975,                 0.0995,                 1.3813,                 6.3498,                0.62244,                 2.2519,                 2.0855,             0.00063043,             0.00063043,             0.00063043
                     41,                 1.1753,                 4.7723,                0.70038,                 1.3251,                 1.3995,                0.72658,                      1,                  0.995,                 0.6965,                0.24694,                    0.5,                 0.4975,                 0.0995,                 1.2375,                 6.1449,                0.61501,                  1.949,                  1.889,             0.00064556,             0.00064556,             0.00064556
                     42,                 1.1046,                   4.62,                0.69018,                 1.2411,                 1.2954,                0.72658,                      1,                  0.995,                 0.6965,                0.24694,                    0.5,                 0.4975,                 0.0995,                 1.2375,                 6.1449,                0.61501,                  1.949,                  1.889,             0.00066061,             0.00066061,             0.00066061
                     43,                 1.1103,                 4.3917,                0.69988,                 1.2924,                  1.302,                0.68088,                      1,                  0.995,                0.64675,                0.20157,                    0.5,                 0.4975,                 0.0995,                0.97559,                 6.4907,                0.66304,                 1.9819,                 1.6512,             0.00067558,             0.00067558,             0.00067558
                     44,                 1.0711,                 4.6816,                0.64842,                 1.2534,                 1.2257,                0.68088,                      1,                  0.995,                0.64675,                0.20157,                    0.5,                 0.4975,                 0.0995,                0.97559,                 6.4907,                0.66304,                 1.9819,                 1.6512,             0.00069047,             0.00069047,             0.00069047
                     45,                  1.038,                 5.2732,                0.68457,                 1.2219,                 1.3688,                 0.8662,                      1,                  0.995,                0.54725,                      0,                      0,                      0,                      0,                 1.2738,                 8.5077,                 0.8024,                 2.7464,                 1.9645,             0.00070528,             0.00070528,             0.00070528
                     46,                0.91632,                   4.23,                 0.6778,                 1.0986,                 1.1507,                 0.8662,                      1,                  0.995,                0.54725,                      0,                      0,                      0,                      0,                 1.2738,                 8.5077,                 0.8024,                 2.7464,                 1.9645,                0.00072,                0.00072,                0.00072
                     47,                 1.1113,                 4.9433,                0.69482,                 1.1973,                 1.2725,                0.49116,                      1,                  0.995,                 0.4975,                      0,                      0,                      0,                      0,                 1.4422,                 8.8409,                0.84105,                 6.0627,                 2.2775,             0.00073463,             0.00073463,             0.00073463
                     48,                  1.212,                 5.1508,                0.66327,                 1.2876,                 1.3334,                0.49116,                      1,                  0.995,                 0.4975,                      0,                      0,                      0,                      0,                 1.4422,                 8.8409,                0.84105,                 6.0627,                 2.2775,             0.00074918,             0.00074918,             0.00074918
                     49,                 1.0792,                   4.83,                 0.6867,                 1.5502,                 1.3439,                      1,                    0.5,                0.58042,                0.37312,                0.15296,                    0.5,                0.16583,                0.03317,                 1.7525,                 7.5014,                0.76365,                 6.1134,                 3.0893,             0.00076363,             0.00076363,             0.00076363
                     50,                 1.0739,                 4.4084,                0.66635,                 1.2273,                 1.2928,                      1,                    0.5,                0.58042,                0.37312,                0.15296,                    0.5,                0.16583,                0.03317,                 1.7525,                 7.5014,                0.76365,                 6.1134,                 3.0893,               0.000778,               0.000778,               0.000778
                     51,                 1.0506,                  4.905,                0.71616,                 1.3401,                  1.289,                0.91843,                    0.5,                0.62187,                0.42785,                0.11021,                    0.5,                0.12437,                0.02985,                 1.5873,                  5.648,                0.64051,                 2.9515,                 2.3107,             0.00079227,             0.00079227,             0.00079227
                     52,                 1.1362,                 4.9893,                0.74812,                 1.3205,                 1.3422,                0.91843,                    0.5,                0.62187,                0.42785,                0.11021,                    0.5,                0.12437,                0.02985,                 1.5873,                  5.648,                0.64051,                 2.9515,                 2.3107,             0.00080645,             0.00080645,             0.00080645
                     53,                 1.1437,                  4.218,                0.71902,                 1.1758,                 1.3587,                0.91843,                    0.5,                0.62187,                0.42785,                0.11021,                    0.5,                0.12437,                0.02985,                 1.5873,                  5.648,                0.64051,                 2.9515,                 2.3107,             0.00082053,             0.00082053,             0.00082053
                     54,                 1.2332,                 4.6508,                0.67679,                 1.3187,                 1.3148,                0.70332,                      1,                  0.995,                0.55471,                0.47978,                    0.5,                 0.4975,                0.14925,                 1.3903,                 5.1409,                0.61427,                 2.8699,                 1.9928,             0.00083451,             0.00083451,             0.00083451
                     55,                0.97535,                 4.0286,                0.66465,                 1.1318,                 1.2529,                0.70332,                      1,                  0.995,                0.55471,                0.47978,                    0.5,                 0.4975,                0.14925,                 1.3903,                 5.1409,                0.61427,                 2.8699,                 1.9928,             0.00084839,             0.00084839,             0.00084839
                     56,                0.99544,                 4.7964,                0.68285,                 1.0898,                 1.1672,                0.70332,                      1,                  0.995,                0.55471,                0.47978,                    0.5,                 0.4975,                0.14925,                 1.3903,                 5.1409,                0.61427,                 2.8699,                 1.9928,             0.00086217,             0.00086217,             0.00086217
                     57,                 1.1079,                  4.629,                0.71604,                 1.1953,                 1.3027,                 0.7236,                      1,                  0.995,                0.54725,                0.48588,                    0.5,                 0.4975,                0.06633,                 1.5361,                 5.4975,                0.61618,                 2.8255,                 2.2783,             0.00087584,             0.00087584,             0.00087584
                     58,                 1.1346,                 4.4253,                0.69246,                 1.1014,                 1.2594,                 0.7236,                      1,                  0.995,                0.54725,                0.48588,                    0.5,                 0.4975,                0.06633,                 1.5361,                 5.4975,                0.61618,                 2.8255,                 2.2783,             0.00088941,             0.00088941,             0.00088941
                     59,                 1.1046,                 3.9198,                0.68921,                 1.2294,                 1.3678,                 0.7236,                      1,                  0.995,                0.54725,                0.48588,                    0.5,                 0.4975,                0.06633,                 1.5361,                 5.4975,                0.61618,                 2.8255,                 2.2783,             0.00090288,             0.00090288,             0.00090288
                     60,                 1.0631,                 4.6103,                0.68458,                 1.2334,                 1.3244,                0.89371,                      1,                  0.995,                 0.4975,                 0.4861,                    0.5,                 0.4975,                 0.0597,                 1.6039,                  6.171,                 0.6061,                 1.1995,                 2.3072,             0.00091623,             0.00091623,             0.00091623
                     61,                 1.0273,                 4.7279,                 0.6624,                 1.1082,                 1.2632,                0.89371,                      1,                  0.995,                 0.4975,                 0.4861,                    0.5,                 0.4975,                 0.0597,                 1.6039,                  6.171,                 0.6061,                 1.1995,                 2.3072,             0.00092948,             0.00092948,             0.00092948
                     62,                0.96628,                 4.3857,                0.70268,                  1.067,                 1.2562,                0.89371,                      1,                  0.995,                 0.4975,                 0.4861,                    0.5,                 0.4975,                 0.0597,                 1.6039,                  6.171,                 0.6061,                 1.1995,                 2.3072,             0.00094262,             0.00094262,             0.00094262
                     63,                0.93899,                 4.0932,                0.66484,                 1.1261,                 1.2227,                0.95861,                      1,                  0.995,                 0.4975,                0.48598,                    0.5,                 0.4975,                0.06633,                 1.6989,                 5.4494,                0.56156,                 1.1501,                  2.546,             0.00095564,             0.00095564,             0.00095564
                     64,                 1.2039,                 5.0251,                0.67929,                 1.2805,                  1.314,                0.95861,                      1,                  0.995,                 0.4975,                0.48598,                    0.5,                 0.4975,                0.06633,                 1.6989,                 5.4494,                0.56156,                 1.1501,                  2.546,             0.00096855,             0.00096855,             0.00096855
                     65,                 1.0706,                 3.7919,                0.66377,                 1.1304,                 1.3171,                0.95861,                      1,                  0.995,                 0.4975,                0.48598,                    0.5,                 0.4975,                0.06633,                 1.6989,                 5.4494,                0.56156,                 1.1501,                  2.546,             0.00098134,             0.00098134,             0.00098134
                     66,                 1.0393,                 4.4503,                0.67596,                 1.0218,                 1.2876,                 0.9562,                      1,                  0.995,                0.43117,                0.48598,                    0.5,                 0.4975,                0.08292,                 1.8977,                 5.0877,                0.55621,                 1.4236,                 2.7264,             0.00099402,             0.00099402,             0.00099402
                     67,                 1.0207,                 3.8053,                0.65949,                 1.0669,                 1.3747,                 0.9562,                      1,                  0.995,                0.43117,                0.48598,                    0.5,                 0.4975,                0.08292,                 1.8977,                 5.0877,                0.55621,                 1.4236,                 2.7264,              0.0010066,              0.0010066,              0.0010066
                     68,                   1.05,                 4.2346,                0.66801,                 1.1915,                  1.347,                 0.9562,                      1,                  0.995,                0.43117,                0.48598,                    0.5,                 0.4975,                0.08292,                 1.8977,                 5.0877,                0.55621,                 1.4236,                 2.7264,               0.001019,               0.001019,               0.001019
                     69,                 1.0268,                 4.5684,                0.69499,                 1.1097,                 1.2746,                0.96638,                      1,                  0.995,                  0.398,                0.48643,                    0.5,                 0.4975,                0.04975,                 1.9999,                 5.0413,                0.55605,                 1.5785,                 2.7539,              0.0010313,              0.0010313,              0.0010313
                     70,                 1.0187,                 4.2777,                0.65269,                 1.0153,                 1.3151,                0.96638,                      1,                  0.995,                  0.398,                0.48643,                    0.5,                 0.4975,                0.04975,                 1.9999,                 5.0413,                0.55605,                 1.5785,                 2.7539,              0.0010435,              0.0010435,              0.0010435
                     71,                0.97516,                  3.865,                0.67643,                 1.0682,                 1.3233,                0.96638,                      1,                  0.995,                  0.398,                0.48643,                    0.5,                 0.4975,                0.04975,                 1.9999,                 5.0413,                0.55605,                 1.5785,                 2.7539,              0.0010556,              0.0010556,              0.0010556
                     72,                  1.054,                 3.7262,                0.68778,                 1.1948,                 1.3781,                0.95092,                      1,                  0.995,                0.42288,                0.95092,                      1,                  0.995,                 0.0995,                 2.0185,                 4.7603,                 0.5583,                 2.5857,                 2.6077,              0.0010675,              0.0010675,              0.0010675
                     73,                 1.1031,                  4.531,                0.68274,                 1.0307,                 1.2873,                0.95092,                      1,                  0.995,                0.42288,                0.95092,                      1,                  0.995,                 0.0995,                 2.0185,                 4.7603,                 0.5583,                 2.5857,                 2.6077,              0.0010793,              0.0010793,              0.0010793
                     74,                0.98096,                 4.2961,                0.68639,                0.98597,                 1.3123,                0.95092,                      1,                  0.995,                0.42288,                0.95092,                      1,                  0.995,                 0.0995,                 2.0185,                 4.7603,                 0.5583,                 2.5857,                 2.6077,               0.001091,               0.001091,               0.001091
                     75,                 1.1465,                 3.7879,                0.73538,                  1.177,                 1.3377,                0.95335,                      1,                  0.995,                0.64675,                0.48617,                    0.5,                 0.4975,                 0.0995,                 1.3981,                 5.6126,                0.57513,                0.70754,                 1.8445,              0.0011026,              0.0011026,              0.0011026
                     76,                0.98542,                 4.5906,                0.67964,                0.99556,                 1.2322,                0.95335,                      1,                  0.995,                0.64675,                0.48617,                    0.5,                 0.4975,                 0.0995,                 1.3981,                 5.6126,                0.57513,                0.70754,                 1.8445,               0.001114,               0.001114,               0.001114
                     77,                0.87879,                 3.4509,                0.67625,                 1.0305,                 1.2069,                0.95335,                      1,                  0.995,                0.64675,                0.48617,                    0.5,                 0.4975,                 0.0995,                 1.3981,                 5.6126,                0.57513,                0.70754,                 1.8445,              0.0011253,              0.0011253,              0.0011253
                     78,                0.99073,                 4.3695,                 0.6725,                 1.0847,                 1.2876,                0.93975,                      1,                  0.995,                  0.796,                0.47624,                    0.5,                 0.4975,                 0.0995,                0.93504,                 6.7719,                0.64215,                0.71835,                 1.5767,              0.0011365,              0.0011365,              0.0011365
                     79,                  1.128,                 3.7277,                0.62789,                 1.2394,                   1.24,                0.93975,                      1,                  0.995,                  0.796,                0.47624,                    0.5,                 0.4975,                 0.0995,                0.93504,                 6.7719,                0.64215,                0.71835,                 1.5767,              0.0011475,              0.0011475,              0.0011475
                     80,                0.96791,                 3.5165,                0.63133,                 0.9781,                 1.2024,                0.93975,                      1,                  0.995,                  0.796,                0.47624,                    0.5,                 0.4975,                 0.0995,                0.93504,                 6.7719,                0.64215,                0.71835,                 1.5767,              0.0011584,              0.0011584,              0.0011584
                     81,                0.98237,                  4.322,                0.68095,                 1.0243,                 1.1998,                0.94627,                      1,                  0.995,                  0.796,                0.98679,                    0.5,                 0.4975,                0.14925,                 1.0098,                 5.7008,                0.62027,                0.90518,                 1.6602,              0.0011691,              0.0011691,              0.0011691
                     82,                 1.0677,                 3.2875,                0.68616,                 1.2963,                 1.3362,                0.94627,                      1,                  0.995,                  0.796,                0.98679,                    0.5,                 0.4975,                0.14925,                 1.0098,                 5.7008,                0.62027,                0.90518,                 1.6602,              0.0011797,              0.0011797,              0.0011797
                     83,                 1.0472,                 4.4078,                0.68185,                 1.0991,                 1.2775,                0.94627,                      1,                  0.995,                  0.796,                0.98679,                    0.5,                 0.4975,                0.14925,                 1.0098,                 5.7008,                0.62027,                0.90518,                 1.6602,              0.0011902,              0.0011902,              0.0011902
                     84,                0.91408,                 3.8078,                0.63348,                0.96585,                 1.2024,                0.70553,                      1,                  0.995,                0.64675,                0.98237,                    0.5,                 0.4975,                0.14925,                 1.1061,                 5.6818,                0.62401,                    1.4,                 1.7081,              0.0012005,              0.0012005,              0.0012005
                     85,                0.82944,                 3.4202,                0.62976,                0.86773,                 1.1449,                0.70553,                      1,                  0.995,                0.64675,                0.98237,                    0.5,                 0.4975,                0.14925,                 1.1061,                 5.6818,                0.62401,                    1.4,                 1.7081,              0.0012107,              0.0012107,              0.0012107
