                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    177,                0.80001,                 2.0096,                0.63371,                0.85051,                 1.2011,                0.96501,                      1,                  0.995,                0.64675,                0.96501,                      1,                  0.995,                 0.4975,                 1.3999,                 2.8138,                0.38958,                0.59957,                 1.9261,             0.00082686,             0.00082686,             0.00082686
                    178,                0.58858,                 2.3944,                0.64024,                0.62835,                 1.0318,                0.96501,                      1,                  0.995,                0.64675,                0.96501,                      1,                  0.995,                 0.4975,                 1.3999,                 2.8138,                0.38958,                0.59957,                 1.9261,             0.00081939,             0.00081939,             0.00081939
                    179,                 0.7858,                 2.7241,                0.57141,                0.76417,                 1.0312,                0.96501,                      1,                  0.995,                0.64675,                0.96501,                      1,                  0.995,                 0.4975,                 1.3999,                 2.8138,                0.38958,                0.59957,                 1.9261,             0.00081191,             0.00081191,             0.00081191
                    180,                0.60447,                 3.2357,                 0.6522,                0.70694,                 1.0471,                0.86116,                      1,                  0.995,                  0.597,                0.86116,                      1,                  0.995,                0.54725,                 1.3906,                 2.7512,                0.38423,                0.94252,                 1.9727,             0.00080444,             0.00080444,             0.00080444
                    181,                 0.8276,                 2.5084,                0.63575,                0.84617,                 1.2161,                0.86116,                      1,                  0.995,                  0.597,                0.86116,                      1,                  0.995,                0.54725,                 1.3906,                 2.7512,                0.38423,                0.94252,                 1.9727,             0.00079698,             0.00079698,             0.00079698
                    182,                0.69194,                 2.5942,                0.62407,                 0.7003,                 1.1108,                0.86116,                      1,                  0.995,                  0.597,                0.86116,                      1,                  0.995,                0.54725,                 1.3906,                 2.7512,                0.38423,                0.94252,                 1.9727,             0.00078951,             0.00078951,             0.00078951
                    183,                0.75241,                  2.797,                0.60499,                0.72081,                 1.0978,                0.86116,                      1,                  0.995,                  0.597,                0.86116,                      1,                  0.995,                0.54725,                 1.3906,                 2.7512,                0.38423,                0.94252,                 1.9727,             0.00078205,             0.00078205,             0.00078205
                    184,                0.72303,                 1.9999,                0.65767,                 0.7201,                 1.0889,                0.85296,                      1,                  0.995,                  0.597,                0.85296,                      1,                  0.995,                 0.4975,                 1.4684,                 2.9374,                0.39504,                 1.3451,                 2.0933,             0.00077459,             0.00077459,             0.00077459
                    185,                0.70302,                 3.0496,                0.56921,                0.73448,                 1.1424,                0.85296,                      1,                  0.995,                  0.597,                0.85296,                      1,                  0.995,                 0.4975,                 1.4684,                 2.9374,                0.39504,                 1.3451,                 2.0933,             0.00076714,             0.00076714,             0.00076714
                    186,                0.53447,                 2.1452,                0.64667,                0.59851,                0.98995,                0.85296,                      1,                  0.995,                  0.597,                0.85296,                      1,                  0.995,                 0.4975,                 1.4684,                 2.9374,                0.39504,                 1.3451,                 2.0933,             0.00075969,             0.00075969,             0.00075969
                    187,                0.60067,                 2.9068,                0.61067,                0.60242,                0.99087,                0.85296,                      1,                  0.995,                  0.597,                0.85296,                      1,                  0.995,                 0.4975,                 1.4684,                 2.9374,                0.39504,                 1.3451,                 2.0933,             0.00075225,             0.00075225,             0.00075225
                    188,                 0.5897,                 2.1982,                 0.6071,                0.58428,                 1.0071,                0.90824,                      1,                  0.995,                 0.4975,                0.90824,                      1,                  0.995,                 0.4975,                 1.6511,                 2.9665,                0.40876,                0.97215,                 2.1972,             0.00074482,             0.00074482,             0.00074482
                    189,                0.78322,                 3.2454,                0.65994,                0.68187,                 1.0659,                0.90824,                      1,                  0.995,                 0.4975,                0.90824,                      1,                  0.995,                 0.4975,                 1.6511,                 2.9665,                0.40876,                0.97215,                 2.1972,             0.00073739,             0.00073739,             0.00073739
                    190,                0.60544,                 2.5868,                 0.6517,                0.62429,                 1.0549,                0.90824,                      1,                  0.995,                 0.4975,                0.90824,                      1,                  0.995,                 0.4975,                 1.6511,                 2.9665,                0.40876,                0.97215,                 2.1972,             0.00072997,             0.00072997,             0.00072997
                    191,                0.66737,                 2.2928,                0.63247,                0.69397,                 1.0744,                0.90824,                      1,                  0.995,                 0.4975,                0.90824,                      1,                  0.995,                 0.4975,                 1.6511,                 2.9665,                0.40876,                0.97215,                 2.1972,             0.00072256,             0.00072256,             0.00072256
                    192,                0.63291,                  2.738,                0.63122,                0.59936,                 1.0352,                0.96277,                      1,                  0.995,                0.54725,                0.96277,                      1,                  0.995,                 0.4975,                 1.6213,                  3.371,                0.42087,                0.71217,                 2.2427,             0.00071516,             0.00071516,             0.00071516
                    193,                0.62726,                 2.5527,                0.62433,                0.65078,                 1.0085,                0.96277,                      1,                  0.995,                0.54725,                0.96277,                      1,                  0.995,                 0.4975,                 1.6213,                  3.371,                0.42087,                0.71217,                 2.2427,             0.00070777,             0.00070777,             0.00070777
                    194,                0.61655,                 2.5808,                0.65782,                0.70555,                  1.085,                0.96277,                      1,                  0.995,                0.54725,                0.96277,                      1,                  0.995,                 0.4975,                 1.6213,                  3.371,                0.42087,                0.71217,                 2.2427,             0.00070039,             0.00070039,             0.00070039
                    195,                0.71992,                 2.4427,                0.63644,                0.71556,                 1.1456,                0.96277,                      1,                  0.995,                0.54725,                0.96277,                      1,                  0.995,                 0.4975,                 1.6213,                  3.371,                0.42087,                0.71217,                 2.2427,             0.00069301,             0.00069301,             0.00069301
                    196,                 0.6639,                 2.2589,                0.62152,                0.63352,                 1.0315,                0.96245,                      1,                  0.995,                  0.597,                0.96245,                      1,                  0.995,                 0.4975,                 1.5485,                 3.3207,                0.42948,                0.52467,                 2.2115,             0.00068566,             0.00068566,             0.00068566
                    197,                0.67995,                 2.9188,                0.59889,                 0.6252,                0.96164,                0.96245,                      1,                  0.995,                  0.597,                0.96245,                      1,                  0.995,                 0.4975,                 1.5485,                 3.3207,                0.42948,                0.52467,                 2.2115,             0.00067831,             0.00067831,             0.00067831
                    198,                0.69875,                 2.3513,                0.69146,                0.74721,                 1.1285,                0.96245,                      1,                  0.995,                  0.597,                0.96245,                      1,                  0.995,                 0.4975,                 1.5485,                 3.3207,                0.42948,                0.52467,                 2.2115,             0.00067097,             0.00067097,             0.00067097
                    199,                0.50643,                 2.1782,                0.66441,                0.59629,                 1.0145,                0.96245,                      1,                  0.995,                  0.597,                0.96245,                      1,                  0.995,                 0.4975,                 1.5485,                 3.3207,                0.42948,                0.52467,                 2.2115,             0.00066365,             0.00066365,             0.00066365
                    200,                0.71636,                 2.1538,                0.72028,                0.70773,                 1.1784,                0.96352,                      1,                  0.995,                  0.597,                0.96352,                      1,                  0.995,                0.54725,                 1.4759,                 2.6343,                0.42105,                0.51782,                 2.1391,             0.00065634,             0.00065634,             0.00065634
                    201,                 0.6404,                 2.4968,                0.70968,                0.67923,                 1.0807,                0.96352,                      1,                  0.995,                  0.597,                0.96352,                      1,                  0.995,                0.54725,                 1.4759,                 2.6343,                0.42105,                0.51782,                 2.1391,             0.00064905,             0.00064905,             0.00064905
                    202,                0.55445,                 2.7509,                0.59092,                0.58319,                0.98531,                0.96352,                      1,                  0.995,                  0.597,                0.96352,                      1,                  0.995,                0.54725,                 1.4759,                 2.6343,                0.42105,                0.51782,                 2.1391,             0.00064177,             0.00064177,             0.00064177
                    203,                0.62659,                 2.1731,                0.66738,                0.59365,                 1.0221,                0.96352,                      1,                  0.995,                  0.597,                0.96352,                      1,                  0.995,                0.54725,                 1.4759,                 2.6343,                0.42105,                0.51782,                 2.1391,             0.00063451,             0.00063451,             0.00063451
                    204,                0.52942,                 2.1243,                0.61306,                0.54608,                0.97922,                0.96715,                      1,                  0.995,                0.64675,                0.96715,                      1,                  0.995,                0.54725,                 1.4385,                 2.4261,                0.41806,                0.48834,                 2.0198,             0.00062726,             0.00062726,             0.00062726
                    205,                0.58087,                 1.8033,                0.63698,                0.54894,                  1.009,                0.96715,                      1,                  0.995,                0.64675,                0.96715,                      1,                  0.995,                0.54725,                 1.4385,                 2.4261,                0.41806,                0.48834,                 2.0198,             0.00062003,             0.00062003,             0.00062003
                    206,                0.63372,                 2.4464,                0.58075,                0.60793,                 1.0371,                0.96715,                      1,                  0.995,                0.64675,                0.96715,                      1,                  0.995,                0.54725,                 1.4385,                 2.4261,                0.41806,                0.48834,                 2.0198,             0.00061281,             0.00061281,             0.00061281
                    207,                0.73066,                 2.8656,                0.64198,                0.73736,                 1.0165,                0.96715,                      1,                  0.995,                0.64675,                0.96715,                      1,                  0.995,                0.54725,                 1.4385,                 2.4261,                0.41806,                0.48834,                 2.0198,             0.00060562,             0.00060562,             0.00060562
                    208,                0.71437,                 2.7294,                0.65273,                0.71107,                 1.1191,                0.97204,                      1,                  0.995,                 0.6965,                0.97204,                      1,                  0.995,                  0.597,                 1.3624,                 2.3031,                0.41749,                0.54784,                 1.8327,             0.00059844,             0.00059844,             0.00059844
                    209,                0.63012,                 2.4527,                0.62764,                0.66631,                 1.0522,                0.97204,                      1,                  0.995,                 0.6965,                0.97204,                      1,                  0.995,                  0.597,                 1.3624,                 2.3031,                0.41749,                0.54784,                 1.8327,             0.00059128,             0.00059128,             0.00059128
                    210,                0.58445,                 3.1844,                 0.6116,                0.63165,                 1.0041,                0.97204,                      1,                  0.995,                 0.6965,                0.97204,                      1,                  0.995,                  0.597,                 1.3624,                 2.3031,                0.41749,                0.54784,                 1.8327,             0.00058414,             0.00058414,             0.00058414
                    211,                0.67344,                 2.6348,                0.68291,                0.71944,                 1.0429,                0.97204,                      1,                  0.995,                 0.6965,                0.97204,                      1,                  0.995,                  0.597,                 1.3624,                 2.3031,                0.41749,                0.54784,                 1.8327,             0.00057703,             0.00057703,             0.00057703
                    212,                0.67162,                 2.0591,                0.63862,                0.64391,                 1.1014,                0.96837,                      1,                  0.995,                0.74625,                0.96837,                      1,                  0.995,                0.54725,                  1.235,                 2.1656,                0.42416,                0.64602,                 1.6911,             0.00056993,             0.00056993,             0.00056993
                    213,                0.49195,                  2.044,                0.62576,                 0.5016,                0.97622,                0.96837,                      1,                  0.995,                0.74625,                0.96837,                      1,                  0.995,                0.54725,                  1.235,                 2.1656,                0.42416,                0.64602,                 1.6911,             0.00056285,             0.00056285,             0.00056285
                    214,                0.53982,                 2.3194,                0.57162,                0.55965,                0.98325,                0.96837,                      1,                  0.995,                0.74625,                0.96837,                      1,                  0.995,                0.54725,                  1.235,                 2.1656,                0.42416,                0.64602,                 1.6911,              0.0005558,              0.0005558,              0.0005558
                    215,                0.55321,                 2.4865,                0.64061,                0.59061,                 1.0023,                0.96837,                      1,                  0.995,                0.74625,                0.96837,                      1,                  0.995,                0.54725,                  1.235,                 2.1656,                0.42416,                0.64602,                 1.6911,             0.00054876,             0.00054876,             0.00054876
                    216,                0.61366,                 2.8355,                0.63986,                0.60944,                 1.0008,                0.96723,                      1,                  0.995,                0.74625,                0.96723,                      1,                  0.995,                0.54725,                 1.1862,                 2.1686,                0.41568,                0.62787,                  1.605,             0.00054176,             0.00054176,             0.00054176
                    217,                0.63581,                  2.654,                0.67969,                0.63628,                 1.0389,                0.96723,                      1,                  0.995,                0.74625,                0.96723,                      1,                  0.995,                0.54725,                 1.1862,                 2.1686,                0.41568,                0.62787,                  1.605,             0.00053477,             0.00053477,             0.00053477
                    218,                0.62923,                 2.3792,                0.63433,                0.62204,                 1.0638,                0.96723,                      1,                  0.995,                0.74625,                0.96723,                      1,                  0.995,                0.54725,                 1.1862,                 2.1686,                0.41568,                0.62787,                  1.605,             0.00052781,             0.00052781,             0.00052781
                    219,                0.58175,                 2.2591,                0.60147,                0.56836,                0.99369,                0.96723,                      1,                  0.995,                0.74625,                0.96723,                      1,                  0.995,                0.54725,                 1.1862,                 2.1686,                0.41568,                0.62787,                  1.605,             0.00052087,             0.00052087,             0.00052087
                    220,                 0.6956,                 2.5651,                0.60359,                0.60535,                  1.076,                0.94344,                      1,                  0.995,                0.74625,                0.94344,                      1,                  0.995,                 0.4975,                 1.0766,                 2.3241,                0.40451,                0.69502,                 1.5315,             0.00051396,             0.00051396,             0.00051396
                    221,                0.48857,                 2.4034,                0.61801,                0.54492,                0.99021,                0.94344,                      1,                  0.995,                0.74625,                0.94344,                      1,                  0.995,                 0.4975,                 1.0766,                 2.3241,                0.40451,                0.69502,                 1.5315,             0.00050707,             0.00050707,             0.00050707
                    222,                0.66104,                  2.488,                0.62787,                0.69413,                 1.0232,                0.94344,                      1,                  0.995,                0.74625,                0.94344,                      1,                  0.995,                 0.4975,                 1.0766,                 2.3241,                0.40451,                0.69502,                 1.5315,             0.00050022,             0.00050022,             0.00050022
                    223,                0.54524,                 2.2483,                0.59848,                0.54558,                0.96299,                0.94344,                      1,                  0.995,                0.74625,                0.94344,                      1,                  0.995,                 0.4975,                 1.0766,                 2.3241,                0.40451,                0.69502,                 1.5315,             0.00049338,             0.00049338,             0.00049338
                    224,                0.50076,                 1.8855,                0.61694,                0.54433,                0.94112,                0.95018,                      1,                  0.995,                0.84575,                0.95018,                      1,                  0.995,                0.54725,                0.99626,                 2.5514,                0.40545,                0.74673,                 1.4743,             0.00048658,             0.00048658,             0.00048658
                    225,                0.51239,                 1.9577,                0.66496,                 0.5854,                 1.0211,                0.95018,                      1,                  0.995,                0.84575,                0.95018,                      1,                  0.995,                0.54725,                0.99626,                 2.5514,                0.40545,                0.74673,                 1.4743,              0.0004798,              0.0004798,              0.0004798
                    226,                0.65952,                 2.8315,                0.61242,                0.67691,                 1.1006,                0.95018,                      1,                  0.995,                0.84575,                0.95018,                      1,                  0.995,                0.54725,                0.99626,                 2.5514,                0.40545,                0.74673,                 1.4743,             0.00047305,             0.00047305,             0.00047305
                    227,                0.62497,                 2.1489,                0.61625,                0.58434,                  1.104,                0.95018,                      1,                  0.995,                0.84575,                0.95018,                      1,                  0.995,                0.54725,                0.99626,                 2.5514,                0.40545,                0.74673,                 1.4743,             0.00046633,             0.00046633,             0.00046633
                    228,                0.60039,                 2.1133,                0.69423,                0.65779,                 1.0666,                0.95619,                      1,                  0.995,                 0.8955,                0.95619,                      1,                  0.995,                 0.4975,                  1.015,                 2.6399,                0.41355,                0.77908,                 1.4981,             0.00045964,             0.00045964,             0.00045964
                    229,                0.44311,                 1.7629,                0.63378,                0.52158,                0.96042,                0.95619,                      1,                  0.995,                 0.8955,                0.95619,                      1,                  0.995,                 0.4975,                  1.015,                 2.6399,                0.41355,                0.77908,                 1.4981,             0.00045298,             0.00045298,             0.00045298
                    230,                 0.5271,                 2.4385,                0.58928,                0.57245,                  1.002,                0.95619,                      1,                  0.995,                 0.8955,                0.95619,                      1,                  0.995,                 0.4975,                  1.015,                 2.6399,                0.41355,                0.77908,                 1.4981,             0.00044636,             0.00044636,             0.00044636
                    231,                 0.6462,                 2.2918,                0.65959,                0.56441,                  1.071,                0.95619,                      1,                  0.995,                 0.8955,                0.95619,                      1,                  0.995,                 0.4975,                  1.015,                 2.6399,                0.41355,                0.77908,                 1.4981,             0.00043976,             0.00043976,             0.00043976
                    232,                0.57828,                 1.9706,                 0.6446,                0.57786,                 1.0409,                0.72776,                      1,                  0.995,                0.84575,                0.72776,                      1,                  0.995,                 0.4975,                 1.1191,                 2.7819,                0.42692,                 0.8207,                 1.5247,             0.00043319,             0.00043319,             0.00043319
                    233,                0.75911,                 2.3687,                 0.7135,                 0.7006,                 1.1068,                0.72776,                      1,                  0.995,                0.84575,                0.72776,                      1,                  0.995,                 0.4975,                 1.1191,                 2.7819,                0.42692,                 0.8207,                 1.5247,             0.00042666,             0.00042666,             0.00042666
                    234,                0.56285,                 2.0778,                0.59572,                0.57382,                0.98918,                0.72776,                      1,                  0.995,                0.84575,                0.72776,                      1,                  0.995,                 0.4975,                 1.1191,                 2.7819,                0.42692,                 0.8207,                 1.5247,             0.00042016,             0.00042016,             0.00042016
                    235,                0.52736,                 1.8488,                0.62322,                0.55948,                0.95884,                0.72776,                      1,                  0.995,                0.84575,                0.72776,                      1,                  0.995,                 0.4975,                 1.1191,                 2.7819,                0.42692,                 0.8207,                 1.5247,             0.00041369,             0.00041369,             0.00041369
                    236,                0.66437,                 2.8128,                0.59292,                0.74878,                 1.0365,                0.71653,                      1,                  0.995,                  0.796,                0.71653,                      1,                  0.995,                 0.4975,                   1.17,                 2.7835,                0.42703,                0.78755,                 1.5335,             0.00040726,             0.00040726,             0.00040726
                    237,                0.51409,                 2.2436,                0.59893,                0.52581,                0.96131,                0.71653,                      1,                  0.995,                  0.796,                0.71653,                      1,                  0.995,                 0.4975,                   1.17,                 2.7835,                0.42703,                0.78755,                 1.5335,             0.00040086,             0.00040086,             0.00040086
                    238,                0.64547,                 2.3348,                0.62219,                0.70619,                  1.035,                0.71653,                      1,                  0.995,                  0.796,                0.71653,                      1,                  0.995,                 0.4975,                   1.17,                 2.7835,                0.42703,                0.78755,                 1.5335,              0.0003945,              0.0003945,              0.0003945
                    239,                0.50765,                 2.4431,                0.64551,                0.54849,                 1.0073,                0.71653,                      1,                  0.995,                  0.796,                0.71653,                      1,                  0.995,                 0.4975,                   1.17,                 2.7835,                0.42703,                0.78755,                 1.5335,             0.00038817,             0.00038817,             0.00038817
                    240,                 0.5622,                 1.6609,                0.64346,                0.57769,                 1.0349,                0.70057,                      1,                  0.995,                 0.6965,                0.70057,                      1,                  0.995,                0.54725,                 1.1797,                 2.6882,                0.43457,                0.69481,                 1.5153,             0.00038188,             0.00038188,             0.00038188
                    241,                0.58055,                 2.3057,                0.61157,                0.55014,                 1.0439,                0.70057,                      1,                  0.995,                 0.6965,                0.70057,                      1,                  0.995,                0.54725,                 1.1797,                 2.6882,                0.43457,                0.69481,                 1.5153,             0.00037562,             0.00037562,             0.00037562
                    242,                0.43477,                 2.2631,                0.59777,                0.48077,                0.94591,                0.70057,                      1,                  0.995,                 0.6965,                0.70057,                      1,                  0.995,                0.54725,                 1.1797,                 2.6882,                0.43457,                0.69481,                 1.5153,              0.0003694,              0.0003694,              0.0003694
                    243,                0.56138,                 1.9499,                0.64024,                0.57909,                 0.9947,                0.70057,                      1,                  0.995,                 0.6965,                0.70057,                      1,                  0.995,                0.54725,                 1.1797,                 2.6882,                0.43457,                0.69481,                 1.5153,             0.00036322,             0.00036322,             0.00036322
                    244,                0.54433,                 2.4983,                0.61799,                0.57925,                0.99382,                0.67227,                      1,                  0.995,                 0.6965,                0.67227,                      1,                  0.995,                0.54725,                 1.1393,                 2.6342,                0.43024,                0.62362,                 1.4958,             0.00035708,             0.00035708,             0.00035708
                    245,                0.46117,                 2.1762,                 0.5903,                0.48802,                 1.0263,                0.67227,                      1,                  0.995,                 0.6965,                0.67227,                      1,                  0.995,                0.54725,                 1.1393,                 2.6342,                0.43024,                0.62362,                 1.4958,             0.00035097,             0.00035097,             0.00035097
                    246,                0.59364,                 2.2672,                 0.6751,                0.60823,                 1.0233,                0.67227,                      1,                  0.995,                 0.6965,                0.67227,                      1,                  0.995,                0.54725,                 1.1393,                 2.6342,                0.43024,                0.62362,                 1.4958,              0.0003449,              0.0003449,              0.0003449
                    247,                0.52254,                 2.1662,                0.62127,                0.54637,                 1.0344,                0.67227,                      1,                  0.995,                 0.6965,                0.67227,                      1,                  0.995,                0.54725,                 1.1393,                 2.6342,                0.43024,                0.62362,                 1.4958,             0.00033888,             0.00033888,             0.00033888
                    248,                0.62059,                 2.0039,                0.62147,                0.62216,                 1.1076,                0.76764,                      1,                  0.995,                0.74625,                0.76764,                      1,                  0.995,                0.54725,                 1.1604,                 2.5457,                0.42472,                0.68192,                 1.5224,             0.00033289,             0.00033289,             0.00033289
                    249,                0.54065,                 2.3377,                0.61839,                0.58078,                 1.0008,                0.76764,                      1,                  0.995,                0.74625,                0.76764,                      1,                  0.995,                0.54725,                 1.1604,                 2.5457,                0.42472,                0.68192,                 1.5224,             0.00032694,             0.00032694,             0.00032694
                    250,                0.53259,                 1.7089,                 0.6295,                0.53904,                0.98915,                0.76764,                      1,                  0.995,                0.74625,                0.76764,                      1,                  0.995,                0.54725,                 1.1604,                 2.5457,                0.42472,                0.68192,                 1.5224,             0.00032104,             0.00032104,             0.00032104
                    251,                0.40418,                 1.8634,                0.59139,                0.46381,                0.93956,                0.76764,                      1,                  0.995,                0.74625,                0.76764,                      1,                  0.995,                0.54725,                 1.1604,                 2.5457,                0.42472,                0.68192,                 1.5224,             0.00031517,             0.00031517,             0.00031517
                    252,                0.54151,                 2.3762,                0.67862,                0.50923,                0.99595,                0.80858,                      1,                  0.995,                 0.6965,                0.80858,                      1,                  0.995,                  0.597,                 1.2067,                 2.4474,                0.41921,                0.67985,                 1.5604,             0.00030935,             0.00030935,             0.00030935
                    253,                0.52049,                 1.8786,                0.62152,                0.54723,                 1.0573,                0.80858,                      1,                  0.995,                 0.6965,                0.80858,                      1,                  0.995,                  0.597,                 1.2067,                 2.4474,                0.41921,                0.67985,                 1.5604,             0.00030357,             0.00030357,             0.00030357
                    254,                0.52743,                 1.9127,                0.66304,                0.55734,                 1.0555,                0.80858,                      1,                  0.995,                 0.6965,                0.80858,                      1,                  0.995,                  0.597,                 1.2067,                 2.4474,                0.41921,                0.67985,                 1.5604,             0.00029783,             0.00029783,             0.00029783
                    255,                0.56555,                 2.0266,                0.61614,                0.55688,                 1.0193,                0.80858,                      1,                  0.995,                 0.6965,                0.80858,                      1,                  0.995,                  0.597,                 1.2067,                 2.4474,                0.41921,                0.67985,                 1.5604,             0.00029214,             0.00029214,             0.00029214
                    256,                 0.5672,                 2.1942,                0.64348,                0.50786,                 1.0249,                0.85671,                      1,                  0.995,                 0.6965,                0.85671,                      1,                  0.995,                  0.597,                 1.2537,                   2.34,                0.41604,                0.81191,                 1.5861,             0.00028649,             0.00028649,             0.00028649
                    257,                0.54715,                 2.5208,                0.59774,                0.52641,                0.99173,                0.85671,                      1,                  0.995,                 0.6965,                0.85671,                      1,                  0.995,                  0.597,                 1.2537,                   2.34,                0.41604,                0.81191,                 1.5861,             0.00028088,             0.00028088,             0.00028088
                    258,                0.49784,                 1.7073,                 0.6791,                0.55099,                 1.0337,                0.85671,                      1,                  0.995,                 0.6965,                0.85671,                      1,                  0.995,                  0.597,                 1.2537,                   2.34,                0.41604,                0.81191,                 1.5861,             0.00027532,             0.00027532,             0.00027532
                    259,                0.52742,                    2.3,                0.64792,                0.65937,                 1.0324,                0.85671,                      1,                  0.995,                 0.6965,                0.85671,                      1,                  0.995,                  0.597,                 1.2537,                   2.34,                0.41604,                0.81191,                 1.5861,             0.00026981,             0.00026981,             0.00026981
                    260,                0.55741,                 2.3045,                0.58944,                0.54261,                0.98838,                0.89104,                      1,                  0.995,                 0.6965,                0.89104,                      1,                  0.995,                  0.597,                 1.2712,                  2.314,                0.41527,                0.95291,                 1.5879,             0.00026433,             0.00026433,             0.00026433
                    261,                0.49454,                 2.1726,                0.64983,                0.51659,                 0.9276,                0.89104,                      1,                  0.995,                 0.6965,                0.89104,                      1,                  0.995,                  0.597,                 1.2712,                  2.314,                0.41527,                0.95291,                 1.5879,             0.00025891,             0.00025891,             0.00025891
                    262,                0.53265,                 2.8808,                0.63283,                0.56858,                 1.0484,                0.89104,                      1,                  0.995,                 0.6965,                0.89104,                      1,                  0.995,                  0.597,                 1.2712,                  2.314,                0.41527,                0.95291,                 1.5879,             0.00025353,             0.00025353,             0.00025353
